trigram,overall,he/him,she/her,they/them,he/they,she/they,multiple,pronoun list
and a good,1.236,0.713,1.079,0.559,2.089,1.228,0.0,0.958
what you love,1.22,1.07,1.245,0.0,0.0,0.0,0.0,0.958
to find the,1.22,0.951,1.079,1.117,0.0,0.614,0.0,0.958
you don’t like,1.183,1.07,0.83,1.676,0.0,1.228,0.0,0.958
not an endorsement,1.168,1.901,0.415,0.559,0.0,1.228,0.0,0.958
you know what,1.157,1.426,0.83,0.0,1.045,0.614,0.0,0.958
here to share,1.018,1.545,0.581,1.117,1.045,0.614,0.0,0.958
and many more,1.006,1.07,0.996,0.559,1.045,0.614,0.0,0.958
in the universe,1.005,2.02,0.332,0.0,2.089,0.614,0.0,0.958
and father of,3.267,2.496,0.166,0.0,0.0,0.0,0.0,0.918
no matter what,2.033,1.426,0.747,0.0,0.0,1.228,0.0,0.918
things in life,2.022,1.07,0.913,0.559,0.0,1.228,0.0,0.918
a member of,1.923,1.545,0.332,1.676,2.089,0.614,0.0,0.918
here for fun,1.815,2.02,0.249,0.0,0.0,1.843,0.0,0.918
me and my,1.752,0.951,0.747,0.559,2.089,1.843,0.0,0.918
life one day,1.627,0.594,0.913,1.117,3.134,0.614,4.371,0.918
air force veteran,1.429,1.426,0.747,0.559,0.0,0.614,0.0,0.918
special education teacher,1.357,0.594,1.411,0.0,0.0,0.0,4.371,0.918
would love to,1.317,1.426,0.581,0.559,2.089,0.614,0.0,0.918
the way i,1.26,1.07,0.913,0.559,1.045,0.614,0.0,0.918
to follow me,1.243,1.426,0.581,1.117,0.0,1.228,0.0,0.918
up and coming,1.229,1.664,0.249,1.117,0.0,2.457,0.0,0.918
the right thing,1.185,1.307,0.83,0.0,0.0,0.614,4.371,0.918
i love it,1.168,0.713,1.079,1.117,0.0,1.228,0.0,0.918
is not the,1.108,0.832,1.245,0.0,0.0,0.0,4.371,0.918
you know the,1.098,1.188,0.913,0.559,0.0,0.614,0.0,0.918
that is all,1.074,0.713,1.245,0.0,1.045,0.0,4.371,0.918
to live a,1.073,1.188,0.996,0.559,0.0,0.0,0.0,0.918
the name of,1.056,1.426,0.581,0.559,0.0,1.843,0.0,0.918
proud supporter of,1.023,1.188,0.747,2.234,0.0,0.0,0.0,0.918
with my wife,1.014,1.901,0.249,0.559,1.045,1.228,0.0,0.918
trying to stay,1.005,0.951,0.996,1.676,0.0,0.0,0.0,0.918
this account for,5.347,1.188,0.415,0.559,3.134,1.843,0.0,0.878
proud father of,3.883,2.377,0.0,1.117,0.0,0.0,0.0,0.878
of the most,2.92,1.07,0.996,0.559,0.0,0.0,0.0,0.878
life is good,2.694,0.594,1.162,0.559,2.089,0.0,0.0,0.878
follow me i,2.38,0.594,0.996,0.0,2.089,1.843,0.0,0.878
want to know,2.222,0.951,0.913,1.117,0.0,0.614,0.0,0.878
call of duty,2.173,1.545,0.664,0.559,0.0,0.0,0.0,0.878
live laugh love,1.91,0.594,0.747,1.676,1.045,2.457,0.0,0.878
the new york,1.697,1.664,0.498,0.559,0.0,0.0,4.371,0.878
my life and,1.622,0.594,1.079,0.559,1.045,1.228,0.0,0.878
of the people,1.471,1.307,0.498,1.117,2.089,0.614,0.0,0.878
and owner of,1.449,0.951,0.747,1.117,2.089,0.614,0.0,0.878
mother of three,1.359,0.0,1.744,0.0,0.0,0.614,0.0,0.878
to the love,1.265,1.07,0.83,1.676,0.0,0.0,0.0,0.878
leader of the,1.177,1.664,0.415,0.559,0.0,1.228,0.0,0.878
rock and roll,1.1,1.188,0.913,0.0,1.045,0.0,0.0,0.878
like what i,1.093,1.545,0.581,0.559,0.0,0.614,0.0,0.878
a great day,1.087,0.713,0.83,1.117,2.089,0.0,8.741,0.878
me i am,1.019,0.357,0.913,2.793,1.045,1.228,0.0,0.878
a world where,1.003,0.832,0.996,1.117,0.0,0.614,0.0,0.878
official twitter account,22.42,1.545,0.415,1.117,0.0,0.0,4.371,0.838
of jesus christ,4.463,0.951,0.747,0.559,0.0,1.843,0.0,0.838
father of 4,3.556,2.377,0.083,0.0,0.0,0.0,0.0,0.838
just a man,1.831,2.377,0.0,0.0,1.045,0.0,0.0,0.838
just living life,1.697,1.188,0.664,0.559,0.0,1.228,0.0,0.838
me on my,1.692,0.238,0.996,1.676,2.089,1.228,0.0,0.838
just a kid,1.495,1.307,0.332,0.0,3.134,1.843,0.0,0.838
the link in,1.398,0.475,0.996,1.676,0.0,0.614,4.371,0.838
new to this,1.262,1.307,0.498,0.559,3.134,0.0,0.0,0.838
have a great,1.26,1.07,0.498,1.676,2.089,0.0,4.371,0.838
you don't have,1.238,0.713,0.83,1.117,2.089,0.614,0.0,0.838
are my opinion,1.186,1.307,0.83,0.0,0.0,0.0,0.0,0.838
do it for,1.179,0.832,0.83,0.559,1.045,1.228,0.0,0.838
if you can't,1.175,0.951,0.996,0.559,0.0,0.0,0.0,0.838
on a journey,1.139,1.426,0.498,0.559,1.045,0.614,0.0,0.838
i will never,1.139,0.475,0.83,2.234,0.0,1.228,4.371,0.838
and loving it,1.113,1.307,0.498,1.117,0.0,0.614,4.371,0.838
to get to,1.096,0.951,0.664,1.117,3.134,0.0,0.0,0.838
my old account,1.056,0.951,0.747,0.559,1.045,1.228,0.0,0.838
makes you happy,1.04,0.832,0.83,0.559,1.045,0.614,4.371,0.838
me to be,1.036,0.832,0.664,1.117,0.0,1.843,4.371,0.838
father of three,2.498,2.377,0.0,0.0,0.0,0.0,0.0,0.798
to the best,2.085,0.594,0.913,0.559,1.045,0.614,4.371,0.798
rest in peace,1.892,0.832,0.747,0.559,1.045,1.228,0.0,0.798
living my life,1.805,0.713,0.913,0.559,0.0,0.0,8.741,0.798
what you see,1.596,0.832,0.83,0.559,0.0,0.0,8.741,0.798
you can do,1.546,0.594,0.996,1.117,1.045,0.0,0.0,0.798
in the city,1.469,1.07,0.747,0.559,0.0,0.0,4.371,0.798
be able to,1.396,0.832,0.747,0.559,0.0,1.843,0.0,0.798
philly sports fan,1.341,1.307,0.664,0.0,0.0,0.614,0.0,0.798
to live life,1.324,0.713,0.996,1.117,0.0,0.0,0.0,0.798
just a normal,1.319,1.307,0.581,0.559,1.045,0.0,0.0,0.798
love to play,1.315,1.07,0.747,0.559,1.045,0.0,0.0,0.798
link in my,1.28,0.475,0.913,1.117,0.0,1.228,4.371,0.798
of your life,1.225,0.951,0.913,0.0,0.0,0.614,0.0,0.798
the future is,1.21,0.951,0.747,0.0,1.045,1.228,0.0,0.798
new to the,1.209,1.07,0.664,0.559,0.0,1.228,0.0,0.798
doing what i,1.117,1.188,0.581,0.559,2.089,0.0,0.0,0.798
daughter sister friend,1.106,0.0,1.577,0.559,0.0,0.0,0.0,0.798
what makes you,1.102,0.951,0.747,0.0,1.045,0.614,4.371,0.798
the change you,1.063,0.475,1.162,0.0,1.045,0.614,0.0,0.798
no one can,1.052,0.594,0.996,1.676,0.0,0.0,0.0,0.798
am also a,1.045,1.664,0.415,0.0,1.045,0.0,0.0,0.798
to see what,1.012,0.594,0.913,0.559,0.0,1.843,0.0,0.798
account for the,5.92,0.594,0.83,0.0,2.089,1.228,0.0,0.758
and much more,1.919,0.713,0.83,0.559,0.0,1.228,0.0,0.758
i am me,1.471,1.07,0.581,1.117,0.0,0.614,0.0,0.758
good vibes only,1.433,1.188,0.415,0.559,0.0,1.843,0.0,0.758
most of all,1.431,0.951,0.498,1.117,1.045,0.0,8.741,0.758
that loves to,1.431,0.832,0.747,0.559,0.0,0.614,4.371,0.758
student of life,1.389,0.475,1.245,0.0,0.0,0.0,0.0,0.758
citizen of the,1.341,0.832,0.83,0.0,1.045,0.614,0.0,0.758
love is the,1.153,0.951,0.83,0.559,0.0,0.0,0.0,0.758
on my own,1.15,0.713,0.581,1.676,1.045,1.228,0.0,0.758
rock n roll,1.148,0.475,0.996,0.559,0.0,0.614,4.371,0.758
university of kentucky,1.122,1.188,0.747,0.0,0.0,0.0,0.0,0.758
vice president of,1.122,0.594,0.913,0.559,0.0,1.228,0.0,0.758
school of medicine,1.069,0.832,0.913,0.0,1.045,0.0,0.0,0.758
founder ceo of,1.063,0.832,0.913,0.0,1.045,0.0,0.0,0.758
advocate for the,1.058,0.713,1.079,0.0,0.0,0.0,0.0,0.758
to do it,1.051,1.188,0.498,1.676,0.0,0.0,0.0,0.758
ceo of the,1.049,0.713,0.996,0.0,0.0,0.614,0.0,0.758
just having fun,1.034,1.07,0.415,0.559,2.089,0.614,4.371,0.758
twitter account for,10.001,1.07,0.581,1.117,0.0,0.0,0.0,0.718
at http //www,2.099,0.832,0.747,0.0,1.045,0.614,0.0,0.718
life is too,1.818,0.832,0.83,0.0,0.0,0.614,0.0,0.718
is too short,1.708,0.713,0.913,0.0,0.0,0.614,0.0,0.718
have fun and,1.695,1.07,0.249,1.676,2.089,0.0,4.371,0.718
is the greatest,1.545,0.951,0.83,0.0,0.0,0.0,0.0,0.718
you make it,1.451,0.594,1.079,0.0,0.0,0.0,0.0,0.718
looking forward to,1.398,0.951,0.664,0.559,0.0,0.0,4.371,0.718
too short to,1.385,0.475,0.913,0.0,1.045,1.228,0.0,0.718
i do what,1.306,0.357,0.996,1.117,0.0,0.614,0.0,0.718
man with a,1.262,1.901,0.083,0.559,0.0,0.0,0.0,0.718
in the morning,1.22,1.07,0.664,0.0,1.045,0.0,0.0,0.718
son of a,1.209,1.783,0.166,0.559,0.0,0.0,0.0,0.718
the best way,1.201,0.713,0.747,0.559,1.045,0.614,0.0,0.718
we are not,1.181,0.357,0.996,0.559,1.045,0.614,0.0,0.718
man trying to,1.177,1.901,0.0,0.0,2.089,0.0,0.0,0.718
daughter of the,1.161,0.119,1.328,0.0,0.0,0.614,0.0,0.718
founder of http,1.034,1.188,0.664,0.0,0.0,0.0,0.0,0.718
home of the,6.9,0.594,0.498,1.117,2.089,0.614,4.371,0.678
follower of christ,5.453,1.07,0.498,0.0,1.045,0.614,0.0,0.678
to the moon,2.5,0.357,0.913,1.117,1.045,0.0,0.0,0.678
is what you,2.16,0.594,0.913,0.0,0.0,0.0,4.371,0.678
guy trying to,1.754,2.02,0.0,0.0,0.0,0.0,0.0,0.678
us army veteran,1.75,0.832,0.747,0.559,0.0,0.0,0.0,0.678
and love to,1.662,0.357,0.747,1.676,1.045,0.0,4.371,0.678
now living in,1.532,1.188,0.415,0.559,0.0,0.0,4.371,0.678
friends and family,1.48,1.07,0.581,0.0,1.045,0.0,0.0,0.678
sports fan and,1.407,1.426,0.249,0.559,1.045,0.0,0.0,0.678
to help people,1.37,1.307,0.498,0.0,0.0,0.0,0.0,0.678
looking for some,1.284,1.307,0.415,0.559,0.0,0.0,0.0,0.678
and if you,1.278,0.475,0.83,0.559,1.045,0.614,0.0,0.678
back to the,1.253,0.832,0.83,0.0,0.0,0.0,0.0,0.678
on the way,1.242,0.594,0.747,0.0,1.045,1.228,0.0,0.678
meet new people,1.188,1.426,0.332,0.0,1.045,0.0,0.0,0.678
for you to,1.181,0.713,0.332,2.793,1.045,0.614,0.0,0.678
my life i,1.159,0.475,0.913,0.559,1.045,0.0,0.0,0.678
meant to be,1.117,0.594,0.83,1.117,0.0,0.0,0.0,0.678
i love being,1.113,0.713,0.664,0.559,1.045,0.614,0.0,0.678
to meet new,1.091,1.188,0.332,0.559,1.045,0.614,0.0,0.678
if you do,1.082,0.475,1.079,0.0,0.0,0.0,0.0,0.678
the land of,1.073,0.951,0.581,1.117,0.0,0.0,0.0,0.678
wife of a,1.032,0.0,1.245,0.559,0.0,0.614,0.0,0.678
d m v,1.025,0.594,0.664,1.117,0.0,1.228,0.0,0.678
sub to my,1.006,0.357,0.747,0.0,0.0,3.071,0.0,0.678
green bay packers,1.853,1.07,0.581,0.0,0.0,0.0,0.0,0.638
some of the,1.662,1.07,0.415,0.0,0.0,1.228,0.0,0.638
to create a,1.445,0.475,0.581,1.676,0.0,1.228,0.0,0.638
just for fun,1.423,0.832,0.415,0.559,1.045,0.614,4.371,0.638
a simple man,1.355,1.545,0.0,0.0,2.089,0.0,4.371,0.638
day by day,1.319,0.594,0.581,1.676,0.0,0.614,0.0,0.638
the most beautiful,1.3,0.357,0.747,1.117,0.0,1.228,0.0,0.638
the way you,1.264,0.357,0.913,0.559,0.0,0.614,0.0,0.638
who believes in,1.207,0.713,0.747,0.0,1.045,0.0,0.0,0.638
is going to,1.119,0.832,0.498,0.559,1.045,0.614,0.0,0.638
and having fun,1.058,0.951,0.581,0.0,0.0,0.614,0.0,0.638
we live in,1.032,1.07,0.332,0.559,0.0,0.614,4.371,0.638
family and friends,3.482,0.594,0.83,0.0,0.0,0.0,0.0,0.598
u s army,3.312,1.188,0.415,0.0,0.0,0.0,0.0,0.598
to my youtube,2.996,0.832,0.498,0.559,0.0,0.614,0.0,0.598
of the best,2.863,0.832,0.415,0.0,0.0,1.228,4.371,0.598
fan for life,2.428,0.594,0.747,0.559,0.0,0.0,0.0,0.598
i am who,2.037,0.594,0.664,0.559,0.0,0.0,4.371,0.598
i love jesus,1.982,0.475,0.913,0.0,0.0,0.0,0.0,0.598
to the most,1.952,0.594,0.83,0.0,0.0,0.0,0.0,0.598
and ceo of,1.712,0.832,0.581,0.559,0.0,0.0,0.0,0.598
dad of 3,1.633,1.783,0.0,0.0,0.0,0.0,0.0,0.598
based out of,1.625,1.188,0.249,0.559,1.045,0.0,0.0,0.598
for a reason,1.62,0.475,0.913,0.0,0.0,0.0,0.0,0.598
sign up for,1.596,0.832,0.581,0.0,0.0,0.614,0.0,0.598
for all of,1.587,0.951,0.498,0.0,0.0,0.614,0.0,0.598
to learn more,1.552,0.594,0.664,0.0,0.0,1.228,0.0,0.598
and of course,1.407,0.951,0.581,0.0,0.0,0.0,0.0,0.598
for the next,1.346,0.594,0.581,1.117,0.0,0.614,0.0,0.598
learn how to,1.339,1.07,0.332,0.0,2.089,0.0,0.0,0.598
and the world,1.278,0.357,0.664,1.117,0.0,1.228,0.0,0.598
music is life,1.203,0.594,0.747,0.559,0.0,0.0,0.0,0.598
meeting new people,1.166,0.951,0.332,1.117,0.0,0.614,0.0,0.598
what i love,1.142,0.357,0.664,1.676,1.045,0.0,0.0,0.598
link below to,1.133,0.357,0.581,0.0,2.089,1.843,0.0,0.598
follow my instagram,1.131,0.832,0.498,0.0,1.045,0.0,4.371,0.598
do the same,1.091,0.832,0.664,0.0,0.0,0.0,0.0,0.598
peace love and,1.045,0.713,0.415,0.559,2.089,0.614,0.0,0.598
give a fuck,1.029,0.713,0.415,1.676,1.045,0.0,0.0,0.598
but if you,1.008,0.475,0.664,0.559,0.0,0.614,4.371,0.598
out now link,1.001,0.951,0.249,1.676,0.0,0.614,0.0,0.598
around the world,4.502,0.594,0.498,0.0,1.045,1.228,0.0,0.559
husband to a,1.8,1.664,0.0,0.0,0.0,0.0,0.0,0.559
to see the,1.666,0.832,0.498,0.0,0.0,0.614,0.0,0.559
to a beautiful,1.659,0.951,0.498,0.0,0.0,0.0,0.0,0.559
in your life,1.284,0.713,0.581,0.559,0.0,0.0,0.0,0.559
no matter how,1.282,0.594,0.664,0.0,0.0,0.614,0.0,0.559
live my life,1.271,0.475,0.664,0.0,2.089,0.0,0.0,0.559
university of south,1.221,0.475,0.747,0.0,1.045,0.0,0.0,0.559
to help others,1.203,0.713,0.415,0.559,1.045,0.0,4.371,0.559
wife mom and,1.183,0.0,1.162,0.0,0.0,0.0,0.0,0.559
with the world,1.172,1.07,0.249,0.0,0.0,1.228,0.0,0.559
seeker of truth,1.102,0.357,0.83,0.0,0.0,0.0,4.371,0.559
the right to,1.093,0.475,0.581,0.559,0.0,1.228,0.0,0.559
you don't know,1.08,0.832,0.332,0.559,2.089,0.0,0.0,0.559
life long learner,1.043,0.475,0.747,0.0,0.0,0.614,0.0,0.559
to get the,1.019,0.357,0.83,0.559,0.0,0.0,0.0,0.559
twitter account of,13.691,1.307,0.083,0.559,0.0,0.0,0.0,0.519
official account of,6.125,0.475,0.498,0.559,1.045,0.0,4.371,0.519
husband father and,3.655,1.545,0.0,0.0,0.0,0.0,0.0,0.519
check out our,3.049,0.475,0.664,0.0,0.0,0.614,0.0,0.519
down to earth,2.641,0.238,0.581,1.676,1.045,0.0,0.0,0.519
love to travel,2.48,0.475,0.664,0.0,1.045,0.0,0.0,0.519
am who i,1.899,0.594,0.498,0.559,0.0,0.0,4.371,0.519
mother of 4,1.635,0.0,1.079,0.0,0.0,0.0,0.0,0.519
in las vegas,1.616,0.832,0.415,0.559,0.0,0.0,0.0,0.519
in the u,1.607,0.713,0.415,0.0,1.045,0.614,0.0,0.519
the voice of,1.44,0.832,0.415,0.559,0.0,0.0,0.0,0.519
so you can,1.409,0.594,0.664,0.0,0.0,0.0,0.0,0.519
we have a,1.389,0.475,0.747,0.0,0.0,0.0,0.0,0.519
of life and,1.366,0.475,0.664,0.0,0.0,0.0,4.371,0.519
over the world,1.355,0.475,0.747,0.0,0.0,0.0,0.0,0.519
to a wonderful,1.251,0.951,0.415,0.0,0.0,0.0,0.0,0.519
just looking for,1.223,0.951,0.249,1.117,0.0,0.0,0.0,0.519
student of the,1.22,0.832,0.415,0.0,0.0,0.614,0.0,0.519
father of a,1.201,1.307,0.0,0.559,1.045,0.0,0.0,0.519
i help people,1.19,0.951,0.332,0.0,0.0,0.614,0.0,0.519
you think you,1.188,0.713,0.332,0.559,0.0,1.228,0.0,0.519
and mother of,1.172,0.119,0.747,0.559,0.0,1.228,0.0,0.519
who loves the,1.161,0.475,0.581,0.559,0.0,0.614,0.0,0.519
social media marketing,1.152,0.119,0.913,0.559,0.0,0.0,0.0,0.519
u s a,1.104,0.475,0.747,0.0,0.0,0.0,0.0,0.519
youtube https //www,1.078,0.832,0.249,0.559,2.089,0.0,0.0,0.519
join me on,1.078,0.357,0.581,1.117,1.045,0.0,0.0,0.519
proud mother of,1.074,0.119,0.996,0.0,0.0,0.0,0.0,0.519
the people of,1.071,0.951,0.332,0.559,0.0,0.0,0.0,0.519
of the game,1.038,0.951,0.166,0.0,0.0,0.614,8.741,0.519
go pack go,1.021,0.713,0.581,0.0,0.0,0.0,0.0,0.519
official twitter for,3.796,1.07,0.083,1.117,0.0,0.0,0.0,0.479
the heart of,3.067,0.713,0.498,0.0,0.0,0.0,0.0,0.479
years of experience,2.509,0.713,0.083,2.234,0.0,0.614,0.0,0.479
never give up,2.391,0.594,0.332,0.559,0.0,1.228,0.0,0.479
of the university,1.749,1.07,0.249,0.0,0.0,0.0,0.0,0.479
hall of fame,1.625,0.832,0.332,0.0,0.0,0.614,0.0,0.479
the grace of,1.592,0.832,0.249,0.0,0.0,1.228,0.0,0.479
to build a,1.477,0.832,0.332,0.0,1.045,0.0,0.0,0.479
is like a,1.468,0.238,0.415,1.117,3.134,0.0,0.0,0.479
for the future,1.434,0.594,0.498,0.559,0.0,0.0,0.0,0.479
a man who,1.355,1.307,0.0,0.0,1.045,0.0,0.0,0.479
now on all,1.346,0.713,0.332,0.0,1.045,0.0,4.371,0.479
to those who,1.322,0.713,0.415,0.0,0.0,0.614,0.0,0.479
i like sports,1.269,0.594,0.332,0.559,1.045,0.614,0.0,0.479
everything in between,1.258,0.832,0.415,0.0,0.0,0.0,0.0,0.479
on the road,1.227,0.119,0.581,1.676,1.045,0.0,0.0,0.479
the life of,1.186,0.594,0.498,0.559,0.0,0.0,0.0,0.479
on all streaming,1.177,0.475,0.249,0.0,2.089,1.228,4.371,0.479
it comes to,1.166,0.594,0.415,0.559,1.045,0.0,0.0,0.479
not looking for,1.141,0.357,0.581,0.559,1.045,0.0,0.0,0.479
to my onlyfans,1.135,0.475,0.581,0.0,0.0,0.614,0.0,0.479
of new york,1.133,0.594,0.581,0.0,0.0,0.0,0.0,0.479
is all about,1.115,0.238,0.498,0.0,2.089,0.0,8.741,0.479
will be the,1.109,0.832,0.249,0.559,1.045,0.0,0.0,0.479
it's all about,1.047,0.713,0.332,0.559,0.0,0.614,0.0,0.479
i'm just me,1.045,0.357,0.498,0.559,1.045,0.614,0.0,0.479
life is like,1.036,0.357,0.415,0.559,2.089,0.614,0.0,0.479
a way to,1.016,0.594,0.581,0.0,0.0,0.0,0.0,0.479
to help you,3.927,0.713,0.166,1.117,0.0,0.614,0.0,0.439
husband father grandfather,2.893,1.307,0.0,0.0,0.0,0.0,0.0,0.439
living life to,2.525,0.594,0.332,0.0,0.0,1.228,0.0,0.439
wife mother grandmother,2.255,0.0,0.913,0.0,0.0,0.0,0.0,0.439
of the united,1.73,0.713,0.166,1.117,0.0,0.614,0.0,0.439
live your life,1.686,0.238,0.581,1.117,0.0,0.0,0.0,0.439
me and i,1.653,0.119,0.581,0.559,0.0,1.228,0.0,0.439
in order to,1.618,0.475,0.498,0.559,0.0,0.0,0.0,0.439
all types of,1.594,0.475,0.415,0.559,1.045,0.0,0.0,0.439
trust the process,1.48,0.713,0.415,0.0,0.0,0.0,0.0,0.439
gmail com ig,1.438,0.357,0.498,0.0,0.0,1.228,0.0,0.439
the next generation,1.431,0.357,0.581,0.0,0.0,0.614,0.0,0.439
by the grace,1.387,0.832,0.166,0.0,0.0,1.228,0.0,0.439
in the state,1.376,0.475,0.249,1.117,2.089,0.0,0.0,0.439
with the best,1.295,0.475,0.498,0.559,0.0,0.0,0.0,0.439
my goal is,1.282,0.475,0.415,0.559,0.0,0.614,0.0,0.439
positive vibes only,1.271,0.238,0.747,0.0,0.0,0.0,0.0,0.439
when it comes,1.265,0.475,0.415,0.559,1.045,0.0,0.0,0.439
on the planet,1.251,0.475,0.498,0.0,0.0,0.0,4.371,0.439
father of four,1.242,1.307,0.0,0.0,0.0,0.0,0.0,0.439
married father of,1.229,1.307,0.0,0.0,0.0,0.0,0.0,0.439
just a young,1.194,0.713,0.332,0.559,0.0,0.0,0.0,0.439
was born in,1.194,0.713,0.332,0.559,0.0,0.0,0.0,0.439
what we do,1.17,0.238,0.664,0.559,0.0,0.0,0.0,0.439
it is a,1.13,0.357,0.332,0.0,2.089,0.614,4.371,0.439
lover of jesus,1.108,0.357,0.664,0.0,0.0,0.0,0.0,0.439
