token,overall,he/him,she/her,they/them,he/they,she/they,multiple,pronoun list
acab,4711,0.164,0.158,0.078,0.048,0.057,0.009,0.515
queer,11466,0.079,0.151,0.11,0.041,0.066,0.009,0.456
trans,10499,0.106,0.199,0.041,0.029,0.039,0.011,0.425
icon,6792,0.147,0.124,0.066,0.038,0.037,0.009,0.422
pan,4836,0.115,0.138,0.054,0.04,0.056,0.01,0.412
adhd,4092,0.115,0.166,0.043,0.023,0.046,0.005,0.398
ffxiv,3457,0.14,0.134,0.044,0.025,0.036,0.008,0.387
ace,3750,0.086,0.157,0.063,0.019,0.047,0.007,0.38
lesbian,4725,0.005,0.23,0.055,0.008,0.071,0.009,0.379
pfp,11429,0.155,0.101,0.046,0.036,0.033,0.005,0.376
autistic,4100,0.114,0.102,0.068,0.031,0.036,0.009,0.361
header,4424,0.114,0.131,0.046,0.032,0.029,0.007,0.359
dni,4349,0.108,0.113,0.054,0.034,0.045,0.004,0.359
leftist,3538,0.174,0.093,0.036,0.026,0.021,0.007,0.357
pansexual,4214,0.094,0.114,0.054,0.027,0.046,0.014,0.348
banner,6700,0.166,0.082,0.039,0.028,0.025,0.006,0.345
binary,4125,0.014,0.015,0.213,0.04,0.045,0.018,0.345
sfw,2984,0.129,0.077,0.048,0.034,0.03,0.01,0.329
minors,8234,0.117,0.09,0.043,0.03,0.029,0.006,0.316
bisexual,6747,0.089,0.138,0.025,0.019,0.035,0.007,0.312
cosplayer,3943,0.05,0.156,0.041,0.018,0.04,0.006,0.31
witch,4108,0.023,0.19,0.032,0.013,0.045,0.004,0.308
furry,7007,0.158,0.05,0.033,0.032,0.021,0.01,0.304
bi,18063,0.102,0.127,0.02,0.018,0.029,0.004,0.301
commissions,6169,0.076,0.113,0.047,0.02,0.038,0.003,0.297
poly,3017,0.088,0.09,0.042,0.028,0.038,0.006,0.292
infj,2926,0.056,0.172,0.018,0.015,0.021,0.002,0.284
blm,40317,0.093,0.137,0.019,0.012,0.019,0.003,0.283
feminist,8701,0.031,0.215,0.011,0.002,0.015,0.003,0.277
ally,6278,0.103,0.162,0.002,0.002,0.003,0.001,0.274
minor,3189,0.077,0.095,0.025,0.024,0.033,0.003,0.257
socialist,3777,0.133,0.066,0.022,0.019,0.012,0.005,0.256
ot7,3170,0.003,0.23,0.007,0.001,0.009,0.001,0.251
illustrator,6646,0.059,0.113,0.029,0.011,0.028,0.003,0.244
blacklivesmatter,20723,0.09,0.118,0.013,0.007,0.012,0.001,0.242
closed,3067,0.054,0.097,0.037,0.018,0.032,0.002,0.241
draw,7089,0.071,0.089,0.03,0.016,0.022,0.005,0.232
pronouns,13732,0.066,0.094,0.035,0.013,0.014,0.009,0.231
librarian,4589,0.032,0.164,0.008,0.002,0.012,0.002,0.219
matter,19203,0.073,0.106,0.014,0.008,0.013,0.003,0.217
y/o,3437,0.078,0.071,0.022,0.017,0.02,0.006,0.214
enjoyer,4995,0.11,0.048,0.017,0.016,0.013,0.002,0.206
28,11973,0.061,0.082,0.026,0.012,0.02,0.003,0.205
trash,4003,0.064,0.085,0.026,0.01,0.017,0.003,0.205
gay,20918,0.122,0.029,0.018,0.02,0.012,0.003,0.204
nsfw,30811,0.09,0.052,0.024,0.017,0.015,0.005,0.202
gender,3824,0.023,0.083,0.047,0.016,0.021,0.01,0.201
fi,7488,0.072,0.081,0.021,0.009,0.014,0.002,0.199
comms,4437,0.058,0.103,0.015,0.009,0.014,0.0,0.199
animator,3253,0.081,0.069,0.022,0.009,0.015,0.004,0.199
dragon,3063,0.086,0.065,0.021,0.012,0.012,0.003,0.199
pic,4031,0.088,0.064,0.021,0.009,0.012,0.003,0.197
romance,3135,0.013,0.167,0.004,0.002,0.01,0.001,0.197
27,14234,0.058,0.076,0.024,0.012,0.022,0.003,0.196
stan,14170,0.054,0.11,0.01,0.008,0.014,0.001,0.196
pls,3381,0.038,0.089,0.028,0.012,0.023,0.002,0.193
disabled,5717,0.033,0.084,0.04,0.012,0.02,0.002,0.192
lgbtq,7963,0.068,0.09,0.014,0.006,0.011,0.002,0.191
phd,17148,0.061,0.108,0.007,0.004,0.008,0.001,0.19
nerd,33545,0.079,0.08,0.011,0.007,0.01,0.002,0.189
26,18012,0.057,0.078,0.021,0.011,0.018,0.003,0.189
theatre,3859,0.057,0.101,0.013,0.005,0.012,0.001,0.189
nerdy,3677,0.075,0.079,0.013,0.008,0.011,0.003,0.189
animation,3187,0.075,0.073,0.013,0.008,0.018,0.002,0.189
kpop,3055,0.019,0.132,0.013,0.004,0.02,0.002,0.189
studying,4853,0.065,0.102,0.01,0.004,0.008,0.0,0.188
switch,4735,0.087,0.046,0.02,0.018,0.015,0.003,0.188
lives,22993,0.063,0.091,0.013,0.007,0.011,0.002,0.187
29,10334,0.06,0.07,0.024,0.013,0.015,0.003,0.185
32,4260,0.063,0.078,0.018,0.008,0.013,0.004,0.184
plants,2730,0.038,0.11,0.016,0.004,0.015,0.0,0.184
cat,23159,0.044,0.108,0.011,0.006,0.012,0.001,0.183
alt,5319,0.081,0.053,0.019,0.012,0.013,0.003,0.181
pok,3683,0.093,0.048,0.012,0.013,0.008,0.001,0.176
pokemon,3506,0.088,0.049,0.015,0.01,0.011,0.003,0.176
weeb,2749,0.075,0.061,0.015,0.008,0.016,0.002,0.176
nintendo,2997,0.104,0.042,0.008,0.008,0.009,0.004,0.174
af,5894,0.041,0.084,0.018,0.01,0.017,0.004,0.173
dev,6676,0.094,0.048,0.012,0.009,0.007,0.002,0.172
organizer,4169,0.065,0.073,0.014,0.006,0.01,0.001,0.17
soft,2791,0.054,0.07,0.015,0.01,0.016,0.004,0.17
comics,7275,0.09,0.046,0.014,0.007,0.011,0.001,0.168
sometimes,27266,0.062,0.063,0.017,0.01,0.013,0.003,0.167
occasionally,5526,0.077,0.06,0.012,0.007,0.009,0.002,0.167
mess,3107,0.04,0.09,0.014,0.007,0.012,0.004,0.167
occasional,7574,0.07,0.065,0.013,0.006,0.009,0.003,0.166
mostly,18897,0.063,0.07,0.011,0.008,0.01,0.002,0.164
tired,6500,0.043,0.078,0.021,0.007,0.012,0.002,0.164
dumb,4610,0.074,0.051,0.014,0.012,0.011,0.002,0.164
prev,3405,0.069,0.08,0.005,0.004,0.006,0.0,0.164
smash,2895,0.113,0.027,0.008,0.01,0.003,0.002,0.163
drawing,3012,0.05,0.068,0.018,0.007,0.014,0.003,0.162
19,27297,0.052,0.066,0.014,0.011,0.017,0.002,0.161
taken,7777,0.063,0.044,0.019,0.017,0.015,0.003,0.161
31,6789,0.057,0.062,0.017,0.008,0.014,0.003,0.161
25,28781,0.046,0.068,0.019,0.01,0.015,0.003,0.16
horror,11200,0.059,0.067,0.014,0.007,0.012,0.002,0.16
black,39097,0.049,0.077,0.012,0.007,0.011,0.002,0.159
cute,6249,0.043,0.08,0.014,0.006,0.013,0.003,0.159
tumblr,2939,0.035,0.081,0.02,0.005,0.014,0.004,0.159
18,63520,0.061,0.049,0.018,0.012,0.013,0.002,0.157
24,32336,0.043,0.069,0.019,0.01,0.014,0.002,0.157
cats,14408,0.033,0.098,0.011,0.003,0.009,0.001,0.156
rep,4749,0.033,0.108,0.006,0.002,0.007,0.0,0.156
idiot,2790,0.073,0.045,0.015,0.011,0.009,0.002,0.156
writer,75970,0.047,0.083,0.01,0.004,0.009,0.001,0.154
21,41170,0.045,0.065,0.016,0.01,0.015,0.002,0.154
23,38968,0.044,0.066,0.017,0.01,0.016,0.002,0.154
prof,7160,0.054,0.091,0.002,0.002,0.004,0.001,0.154
fiction,6159,0.051,0.082,0.009,0.004,0.004,0.001,0.152
sci,6109,0.074,0.061,0.007,0.005,0.006,0.001,0.152
33,3936,0.052,0.061,0.015,0.008,0.012,0.002,0.151
bts,8694,0.004,0.131,0.005,0.001,0.009,0.001,0.15
parent,6014,0.031,0.062,0.034,0.006,0.014,0.003,0.15
punk,4324,0.057,0.049,0.019,0.009,0.012,0.002,0.149
22,42581,0.041,0.065,0.016,0.009,0.015,0.002,0.147
mine,20674,0.057,0.077,0.004,0.002,0.005,0.001,0.147
candidate,9802,0.047,0.084,0.005,0.003,0.007,0.001,0.147
plant,5813,0.036,0.085,0.01,0.005,0.01,0.001,0.147
20,38120,0.044,0.061,0.015,0.01,0.014,0.002,0.146
multi,7825,0.019,0.098,0.011,0.005,0.013,0.001,0.146
opinions,48782,0.06,0.071,0.005,0.002,0.005,0.001,0.144
main,13624,0.066,0.041,0.015,0.008,0.012,0.002,0.144
probably,12112,0.05,0.068,0.009,0.006,0.01,0.001,0.144
atheist,4963,0.067,0.057,0.009,0.004,0.005,0.001,0.144
taylor,4479,0.024,0.105,0.005,0.003,0.006,0.001,0.144
acct,4072,0.032,0.069,0.021,0.007,0.014,0.001,0.144
art,55401,0.043,0.058,0.018,0.009,0.014,0.003,0.143
baker,3429,0.036,0.088,0.006,0.003,0.009,0.001,0.143
vaxxed,2855,0.049,0.075,0.008,0.005,0.005,0.0,0.143
fat,4584,0.036,0.063,0.02,0.006,0.015,0.003,0.142
programmer,3921,0.094,0.031,0.007,0.005,0.004,0.002,0.142
34,3115,0.05,0.054,0.018,0.009,0.008,0.003,0.142
ad,4925,0.068,0.032,0.017,0.014,0.007,0.003,0.141
tea,4567,0.024,0.097,0.007,0.003,0.009,0.001,0.141
chaos,3152,0.031,0.072,0.015,0.008,0.013,0.002,0.141
games,44921,0.077,0.039,0.009,0.006,0.008,0.002,0.14
views,34235,0.051,0.079,0.004,0.002,0.004,0.001,0.14
profile,8910,0.067,0.043,0.013,0.007,0.007,0.002,0.14
rising,3360,0.017,0.087,0.013,0.006,0.018,0.0,0.14
acc,6435,0.029,0.071,0.017,0.009,0.013,0.001,0.139
venmo,4640,0.027,0.071,0.018,0.009,0.011,0.003,0.139
editor,26037,0.049,0.073,0.007,0.003,0.005,0.001,0.137
aspiring,17785,0.058,0.053,0.01,0.008,0.007,0.002,0.137
reader,14738,0.024,0.1,0.004,0.001,0.007,0.001,0.137
freelance,10183,0.043,0.066,0.011,0.007,0.009,0.001,0.137
comic,8040,0.075,0.036,0.011,0.007,0.007,0.001,0.137
vegan,6834,0.037,0.072,0.012,0.004,0.011,0.001,0.137
30,16379,0.04,0.059,0.016,0.007,0.012,0.002,0.136
obsessed,8003,0.03,0.084,0.009,0.004,0.009,0.001,0.136
weird,6545,0.048,0.054,0.015,0.007,0.01,0.002,0.136
employer,4378,0.061,0.063,0.005,0.002,0.003,0.001,0.136
sw,3275,0.065,0.041,0.012,0.009,0.01,0.001,0.136
wolf,3059,0.076,0.03,0.01,0.011,0.005,0.003,0.136
artist,85571,0.038,0.055,0.017,0.008,0.014,0.002,0.134
wars,6666,0.072,0.048,0.005,0.003,0.005,0.001,0.134
previously,6232,0.062,0.064,0.003,0.002,0.003,0.0,0.134
wannabe,5182,0.055,0.057,0.009,0.005,0.006,0.002,0.134
sad,4124,0.038,0.057,0.014,0.007,0.015,0.001,0.133
asian,3129,0.045,0.058,0.009,0.008,0.011,0.002,0.132
pisces,5210,0.016,0.088,0.009,0.004,0.014,0.0,0.131
taurus,4430,0.019,0.083,0.009,0.007,0.014,0.0,0.131
biology,3546,0.05,0.067,0.007,0.003,0.003,0.001,0.131
theater,2867,0.042,0.072,0.006,0.005,0.004,0.001,0.131
maker,10976,0.048,0.056,0.011,0.006,0.008,0.001,0.13
age,8491,0.047,0.049,0.012,0.009,0.009,0.003,0.13
vaccinated,5608,0.04,0.075,0.005,0.004,0.006,0.002,0.13
mon,5270,0.067,0.037,0.008,0.009,0.007,0.001,0.13
harry,3014,0.012,0.101,0.006,0.001,0.009,0.001,0.13
stuff,26995,0.061,0.042,0.01,0.006,0.007,0.002,0.129
geek,16181,0.059,0.059,0.003,0.003,0.004,0.001,0.129
libra,5706,0.018,0.081,0.009,0.005,0.015,0.001,0.129
writing,15141,0.039,0.069,0.008,0.003,0.008,0.001,0.128
boi,2975,0.085,0.008,0.013,0.015,0.004,0.002,0.128
formerly,11553,0.058,0.057,0.005,0.004,0.003,0.001,0.127
casual,3464,0.055,0.045,0.011,0.006,0.008,0.001,0.126
bird,3240,0.035,0.061,0.011,0.006,0.011,0.002,0.126
mod,2927,0.05,0.047,0.009,0.006,0.012,0.002,0.126
lot,16610,0.043,0.059,0.009,0.005,0.008,0.001,0.125
write,13493,0.044,0.059,0.009,0.004,0.007,0.001,0.125
virgo,6938,0.019,0.078,0.009,0.005,0.013,0.001,0.125
lab,4937,0.041,0.075,0.003,0.002,0.004,0.001,0.125
//,37028,0.033,0.061,0.012,0.006,0.011,0.001,0.124
game,30442,0.073,0.03,0.009,0.006,0.005,0.001,0.124
anime,22060,0.051,0.05,0.008,0.004,0.009,0.001,0.124
aries,5189,0.02,0.075,0.008,0.005,0.014,0.001,0.124
storyteller,4656,0.042,0.06,0.007,0.004,0.008,0.0,0.123
screenwriter,2903,0.056,0.054,0.004,0.003,0.005,0.0,0.123
affiliate,16185,0.054,0.045,0.008,0.006,0.009,0.001,0.122
aquarius,4478,0.015,0.078,0.01,0.007,0.011,0.001,0.122
cheese,3138,0.032,0.078,0.004,0.003,0.004,0.001,0.122
birds,2785,0.037,0.06,0.009,0.005,0.01,0.001,0.122
actor,16654,0.062,0.037,0.008,0.007,0.006,0.001,0.121
gen,5055,0.035,0.073,0.005,0.002,0.006,0.0,0.121
character,4861,0.042,0.05,0.012,0.006,0.009,0.002,0.121
fox,3944,0.065,0.026,0.011,0.011,0.006,0.002,0.121
usually,3830,0.049,0.053,0.006,0.006,0.005,0.003,0.121
novel,2897,0.039,0.067,0.004,0.004,0.006,0.001,0.121
lots,4584,0.041,0.058,0.007,0.004,0.008,0.001,0.12
mask,3632,0.031,0.074,0.006,0.002,0.006,0.001,0.12
actually,3617,0.045,0.051,0.009,0.005,0.008,0.002,0.12
likes,14839,0.055,0.04,0.009,0.007,0.006,0.002,0.119
anti,13452,0.049,0.047,0.01,0.006,0.007,0.001,0.119
words,9605,0.036,0.07,0.005,0.002,0.006,0.0,0.119
sorry,4231,0.04,0.052,0.011,0.006,0.008,0.002,0.119
own,96565,0.045,0.063,0.004,0.002,0.004,0.001,0.118
mainly,3794,0.045,0.047,0.01,0.008,0.005,0.003,0.118
open,32012,0.051,0.035,0.012,0.009,0.009,0.001,0.117
rights,15074,0.043,0.056,0.007,0.004,0.006,0.001,0.117
historian,5249,0.04,0.062,0.006,0.003,0.006,0.001,0.117
capricorn,3921,0.018,0.075,0.008,0.004,0.011,0.001,0.117
video,37240,0.063,0.033,0.008,0.005,0.006,0.001,0.116
designer,30213,0.052,0.045,0.008,0.005,0.006,0.001,0.116
currently,16083,0.041,0.054,0.009,0.004,0.007,0.001,0.116
fantasy,11758,0.041,0.055,0.007,0.003,0.008,0.001,0.116
brain,5129,0.033,0.056,0.011,0.007,0.008,0.001,0.116
marvel,4929,0.042,0.061,0.005,0.003,0.004,0.001,0.116
kinda,4382,0.048,0.038,0.011,0.007,0.01,0.002,0.116
slut,2819,0.024,0.048,0.018,0.01,0.015,0.001,0.116
books,22425,0.028,0.076,0.003,0.002,0.005,0.001,0.115
scorpio,6606,0.017,0.07,0.009,0.005,0.013,0.001,0.115
3d,4872,0.056,0.035,0.01,0.007,0.006,0.001,0.115
introvert,3545,0.031,0.069,0.007,0.003,0.004,0.001,0.115
composer,3514,0.069,0.022,0.01,0.007,0.006,0.001,0.115
shy,2792,0.045,0.046,0.009,0.003,0.009,0.003,0.115
scientist,11133,0.047,0.056,0.003,0.002,0.004,0.001,0.114
studies,6638,0.034,0.062,0.008,0.003,0.006,0.0,0.114
magic,5831,0.051,0.047,0.005,0.002,0.006,0.001,0.114
idk,4831,0.034,0.047,0.011,0.008,0.012,0.002,0.114
rp,3851,0.051,0.036,0.008,0.008,0.007,0.004,0.114
non,17689,0.014,0.018,0.053,0.011,0.012,0.005,0.113
ok,6206,0.034,0.045,0.014,0.006,0.011,0.004,0.113
equity,5747,0.023,0.077,0.004,0.002,0.006,0.001,0.113
indie,4325,0.056,0.035,0.007,0.006,0.006,0.002,0.113
heavy,4306,0.036,0.042,0.011,0.007,0.013,0.002,0.112
latina,4072,0.0,0.099,0.001,0.0,0.012,0.0,0.112
reflect,3384,0.047,0.051,0.006,0.003,0.004,0.001,0.112
uw,2740,0.047,0.052,0.005,0.003,0.004,0.0,0.112
student,45835,0.036,0.057,0.006,0.004,0.006,0.001,0.111
poet,8600,0.028,0.057,0.011,0.004,0.01,0.001,0.111
gemini,6167,0.016,0.067,0.009,0.004,0.016,0.0,0.111
streamer,25711,0.048,0.036,0.01,0.006,0.009,0.001,0.11
coffee,19354,0.028,0.068,0.005,0.003,0.005,0.001,0.11
17,13736,0.038,0.046,0.009,0.007,0.009,0.001,0.11
climate,6279,0.04,0.061,0.002,0.001,0.005,0.0,0.11
jokes,5643,0.056,0.041,0.004,0.002,0.005,0.002,0.11
asst,3800,0.036,0.066,0.002,0.001,0.004,0.001,0.11
gamer,46773,0.055,0.038,0.006,0.004,0.006,0.001,0.109
amateur,13033,0.055,0.039,0.007,0.003,0.004,0.001,0.109
progressive,10219,0.052,0.049,0.003,0.002,0.001,0.001,0.109
recovering,4570,0.039,0.059,0.004,0.003,0.004,0.0,0.109
manga,2769,0.05,0.042,0.006,0.004,0.005,0.002,0.109
enthusiast,70295,0.04,0.051,0.007,0.004,0.006,0.001,0.108
lit,2836,0.024,0.072,0.006,0.003,0.003,0.0,0.108
expect,3006,0.051,0.032,0.009,0.006,0.007,0.001,0.107
plays,4384,0.055,0.034,0.006,0.004,0.005,0.002,0.106
guess,3782,0.044,0.035,0.011,0.008,0.005,0.001,0.106
sagittarius,3579,0.017,0.067,0.006,0.004,0.011,0.0,0.106
twitch,44954,0.046,0.038,0.007,0.005,0.007,0.001,0.105
software,18648,0.071,0.023,0.005,0.002,0.003,0.001,0.105
moon,8074,0.015,0.063,0.01,0.004,0.013,0.001,0.105
retweet,7521,0.047,0.035,0.007,0.006,0.008,0.002,0.105
disney,6744,0.033,0.065,0.001,0.002,0.004,0.001,0.105
kinky,3213,0.044,0.024,0.015,0.011,0.008,0.003,0.105
mixed,3178,0.032,0.041,0.014,0.007,0.01,0.001,0.105
critic,2775,0.055,0.037,0.005,0.004,0.003,0.001,0.105
major,10231,0.038,0.04,0.009,0.007,0.009,0.001,0.104
mental,9894,0.023,0.064,0.007,0.003,0.006,0.001,0.104
researcher,8117,0.033,0.06,0.004,0.002,0.005,0.0,0.104
rts,6917,0.042,0.043,0.007,0.005,0.005,0.001,0.104
blocked,5746,0.042,0.038,0.01,0.006,0.006,0.002,0.104
podcasts,3522,0.046,0.043,0.007,0.002,0.005,0.001,0.104
painter,3493,0.038,0.044,0.006,0.003,0.011,0.001,0.104
english,8349,0.033,0.055,0.004,0.003,0.005,0.001,0.103
often,5236,0.044,0.041,0.007,0.003,0.006,0.001,0.103
destiny,3033,0.054,0.029,0.008,0.004,0.007,0.001,0.103
watcher,2981,0.04,0.053,0.002,0.002,0.004,0.001,0.103
definitely,2784,0.039,0.047,0.007,0.005,0.005,0.0,0.103
white,12633,0.033,0.038,0.015,0.006,0.008,0.002,0.102
pop,11846,0.034,0.056,0.005,0.002,0.004,0.001,0.102
horny,6767,0.054,0.02,0.01,0.011,0.006,0.001,0.102
half,6602,0.042,0.044,0.007,0.003,0.006,0.001,0.102
variety,6152,0.042,0.038,0.008,0.004,0.008,0.001,0.102
fur,3068,0.039,0.042,0.008,0.006,0.006,0.001,0.102
justice,17391,0.028,0.06,0.005,0.002,0.005,0.001,0.101
etc,11734,0.039,0.045,0.006,0.004,0.006,0.001,0.101
friendly,10368,0.04,0.037,0.01,0.006,0.006,0.002,0.101
fellow,10214,0.034,0.058,0.004,0.002,0.003,0.0,0.101
leo,8123,0.016,0.061,0.007,0.005,0.012,0.001,0.101
loud,3196,0.028,0.055,0.008,0.004,0.006,0.001,0.101
engaged,2939,0.031,0.04,0.011,0.006,0.011,0.003,0.101
by,123570,0.038,0.037,0.01,0.006,0.007,0.002,0.1
star,14849,0.047,0.041,0.004,0.003,0.004,0.001,0.1
board,11663,0.052,0.041,0.003,0.001,0.002,0.0,0.1
rt,10158,0.035,0.041,0.009,0.005,0.009,0.001,0.1
lady,10099,0.003,0.089,0.001,0.0,0.006,0.0,0.1
math,5989,0.043,0.044,0.004,0.003,0.004,0.002,0.1
human,27472,0.032,0.05,0.007,0.002,0.006,0.001,0.099
bad,17040,0.043,0.038,0.007,0.004,0.005,0.001,0.099
straight,8777,0.072,0.021,0.001,0.003,0.002,0.0,0.099
hell,6526,0.03,0.042,0.01,0.006,0.01,0.001,0.099
podcaster,5574,0.05,0.037,0.004,0.003,0.003,0.001,0.099
psychology,4669,0.026,0.062,0.005,0.002,0.004,0.001,0.099
poetry,4475,0.028,0.052,0.007,0.004,0.007,0.001,0.099
ice,4466,0.029,0.057,0.006,0.001,0.005,0.001,0.099
scholar,4416,0.026,0.055,0.007,0.003,0.008,0.0,0.099
library,3742,0.018,0.066,0.005,0.002,0.006,0.001,0.099
dms,20606,0.043,0.034,0.007,0.007,0.006,0.001,0.098
developer,14653,0.067,0.022,0.004,0.003,0.002,0.0,0.098
discord,10730,0.053,0.021,0.008,0.007,0.007,0.002,0.098
worker,8466,0.03,0.053,0.008,0.002,0.004,0.001,0.098
picture,3213,0.044,0.039,0.006,0.002,0.005,0.002,0.098
voice,12972,0.047,0.03,0.006,0.006,0.006,0.001,0.097
ed,8754,0.025,0.061,0.005,0.001,0.004,0.001,0.097
memes,8185,0.045,0.036,0.006,0.005,0.005,0.001,0.097
language,5028,0.027,0.058,0.003,0.004,0.004,0.001,0.097
neighborhood,4251,0.03,0.044,0.009,0.008,0.007,0.001,0.097
extraordinaire,3007,0.033,0.042,0.01,0.005,0.007,0.0,0.097
immigrant,2916,0.034,0.053,0.003,0.002,0.004,0.001,0.097
dog,35065,0.028,0.059,0.004,0.002,0.003,0.001,0.096
book,23290,0.025,0.06,0.004,0.002,0.005,0.001,0.096
musician,19074,0.05,0.025,0.008,0.006,0.006,0.001,0.096
med,3111,0.03,0.059,0.001,0.001,0.005,0.0,0.096
meme,3102,0.038,0.034,0.01,0.006,0.007,0.0,0.096
fmr,2749,0.048,0.04,0.001,0.004,0.003,0.0,0.096
drinker,3815,0.027,0.062,0.002,0.001,0.003,0.001,0.095
mexican,3656,0.035,0.038,0.009,0.006,0.005,0.002,0.095
admin,3430,0.03,0.041,0.01,0.008,0.005,0.001,0.095
hobby,3311,0.036,0.04,0.007,0.004,0.007,0.002,0.095
okay,2800,0.028,0.045,0.009,0.004,0.005,0.004,0.095
hi,19782,0.025,0.043,0.01,0.005,0.008,0.002,0.094
activist,12232,0.025,0.051,0.008,0.003,0.005,0.002,0.094
posts,5114,0.042,0.03,0.009,0.006,0.005,0.002,0.094
environmental,4568,0.028,0.055,0.005,0.002,0.005,0.0,0.094
audio,4348,0.047,0.028,0.009,0.005,0.006,0.0,0.094
gardener,4291,0.019,0.067,0.002,0.002,0.003,0.001,0.094
stem,3020,0.024,0.058,0.006,0.002,0.004,0.001,0.094
science,30342,0.037,0.048,0.003,0.002,0.003,0.001,0.093
person,24772,0.031,0.042,0.009,0.004,0.006,0.001,0.093
post,16508,0.037,0.034,0.009,0.006,0.006,0.001,0.093
16,12875,0.033,0.035,0.008,0.008,0.007,0.001,0.093
resident,6877,0.038,0.043,0.005,0.002,0.006,0.0,0.093
filmmaker,6192,0.049,0.03,0.005,0.002,0.005,0.0,0.093
type,4884,0.032,0.043,0.006,0.005,0.005,0.002,0.093
represent,3727,0.046,0.038,0.004,0.003,0.002,0.001,0.093
tall,2954,0.038,0.038,0.005,0.004,0.006,0.001,0.093
internet,9897,0.042,0.031,0.007,0.004,0.006,0.001,0.092
interests,5786,0.038,0.039,0.006,0.004,0.005,0.0,0.092
chair,5613,0.039,0.045,0.003,0.002,0.002,0.0,0.092
maybe,5523,0.036,0.033,0.009,0.006,0.006,0.002,0.092
user,4342,0.04,0.036,0.006,0.003,0.006,0.001,0.092
ph,4259,0.029,0.054,0.004,0.001,0.004,0.001,0.092
streams,2862,0.042,0.028,0.008,0.007,0.006,0.0,0.092
bit,6616,0.035,0.04,0.006,0.004,0.006,0.001,0.091
fucking,4997,0.03,0.036,0.008,0.006,0.009,0.001,0.091
